antecedents,consequents,zhang metric2
frozenset({'HAND WARMER UNION JACK'}),frozenset({'SCOTTIE DOG HOT WATER BOTTLE'}),0.1395027939331737
frozenset({'SCOTTIE DOG HOT WATER BOTTLE'}),frozenset({'HAND WARMER UNION JACK'}),0.1395027939331737
frozenset({'HAND WARMER UNION JACK'}),frozenset({'GARDENERS KNEELING PAD KEEP CALM'}),0.12365473771943533
frozenset({'GARDENERS KNEELING PAD KEEP CALM'}),frozenset({'HAND WARMER UNION JACK'}),0.12365473771943533
frozenset({'HAND WARMER UNION JACK'}),frozenset({'HOT WATER BOTTLE KEEP CALM'}),0.20285385500575376
frozenset({'HOT WATER BOTTLE KEEP CALM'}),frozenset({'HAND WARMER UNION JACK'}),0.20285385500575376
"frozenset({'HAND WARMER SCOTTY DOG DESIGN', 'HAND WARMER UNION JACK'})",frozenset({'HAND WARMER OWL DESIGN'}),0.26977567886658793
"frozenset({'HAND WARMER SCOTTY DOG DESIGN', 'HAND WARMER OWL DESIGN'})",frozenset({'HAND WARMER UNION JACK'}),0.32655479408185484
"frozenset({'HAND WARMER UNION JACK', 'HAND WARMER OWL DESIGN'})",frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.26796070540892414
frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),"frozenset({'HAND WARMER UNION JACK', 'HAND WARMER OWL DESIGN'})",0.26796070540892414
frozenset({'HAND WARMER UNION JACK'}),"frozenset({'HAND WARMER SCOTTY DOG DESIGN', 'HAND WARMER OWL DESIGN'})",0.32655479408185484
frozenset({'HAND WARMER OWL DESIGN'}),"frozenset({'HAND WARMER SCOTTY DOG DESIGN', 'HAND WARMER UNION JACK'})",0.26977567886658793
frozenset({'HAND WARMER BABUSHKA DESIGN'}),frozenset({'HAND WARMER OWL DESIGN'}),0.3703569754202665
frozenset({'HAND WARMER OWL DESIGN'}),frozenset({'HAND WARMER BABUSHKA DESIGN'}),0.3703569754202665
frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),frozenset({'HAND WARMER BABUSHKA DESIGN'}),0.3372178688634384
frozenset({'HAND WARMER BABUSHKA DESIGN'}),frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.3372178688634384
frozenset({'HAND WARMER UNION JACK'}),frozenset({'HAND WARMER BABUSHKA DESIGN'}),0.2572379097695553
frozenset({'HAND WARMER BABUSHKA DESIGN'}),frozenset({'HAND WARMER UNION JACK'}),0.2572379097695553
frozenset({'HAND WARMER BABUSHKA DESIGN'}),frozenset({'SCOTTIE DOG HOT WATER BOTTLE'}),0.1959288402326377
frozenset({'SCOTTIE DOG HOT WATER BOTTLE'}),frozenset({'HAND WARMER BABUSHKA DESIGN'}),0.1959288402326377
"frozenset({'HAND WARMER SCOTTY DOG DESIGN', 'HAND WARMER BABUSHKA DESIGN'})",frozenset({'HAND WARMER OWL DESIGN'}),0.32070291048874244
"frozenset({'HAND WARMER SCOTTY DOG DESIGN', 'HAND WARMER OWL DESIGN'})",frozenset({'HAND WARMER BABUSHKA DESIGN'}),0.3859764298981618
"frozenset({'HAND WARMER BABUSHKA DESIGN', 'HAND WARMER OWL DESIGN'})",frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.3195819581958196
frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),"frozenset({'HAND WARMER BABUSHKA DESIGN', 'HAND WARMER OWL DESIGN'})",0.3195819581958196
frozenset({'HAND WARMER BABUSHKA DESIGN'}),"frozenset({'HAND WARMER SCOTTY DOG DESIGN', 'HAND WARMER OWL DESIGN'})",0.3859764298981618
frozenset({'HAND WARMER OWL DESIGN'}),"frozenset({'HAND WARMER SCOTTY DOG DESIGN', 'HAND WARMER BABUSHKA DESIGN'})",0.32070291048874244
"frozenset({'HAND WARMER SCOTTY DOG DESIGN', 'HAND WARMER UNION JACK'})",frozenset({'HAND WARMER BABUSHKA DESIGN'}),0.23326446280991736
"frozenset({'HAND WARMER SCOTTY DOG DESIGN', 'HAND WARMER BABUSHKA DESIGN'})",frozenset({'HAND WARMER UNION JACK'}),0.23579077429983528
"frozenset({'HAND WARMER UNION JACK', 'HAND WARMER BABUSHKA DESIGN'})",frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.19660717533057956
frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),"frozenset({'HAND WARMER UNION JACK', 'HAND WARMER BABUSHKA DESIGN'})",0.19660717533057956
frozenset({'HAND WARMER UNION JACK'}),"frozenset({'HAND WARMER SCOTTY DOG DESIGN', 'HAND WARMER BABUSHKA DESIGN'})",0.23579077429983528
frozenset({'HAND WARMER BABUSHKA DESIGN'}),"frozenset({'HAND WARMER SCOTTY DOG DESIGN', 'HAND WARMER UNION JACK'})",0.23326446280991736
frozenset({'HAND WARMER RED RETROSPOT'}),frozenset({'HAND WARMER UNION JACK'}),0.558357676079195
frozenset({'HAND WARMER UNION JACK'}),frozenset({'HAND WARMER RED RETROSPOT'}),0.558357676079195
frozenset({'HAND WARMER RED RETROSPOT'}),frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.45320474181233666
frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),frozenset({'HAND WARMER RED RETROSPOT'}),0.45320474181233666
frozenset({'HAND WARMER RED RETROSPOT'}),frozenset({'HAND WARMER OWL DESIGN'}),0.43663518853392264
frozenset({'HAND WARMER OWL DESIGN'}),frozenset({'HAND WARMER RED RETROSPOT'}),0.43663518853392264
frozenset({'HAND WARMER RED RETROSPOT'}),frozenset({'HAND WARMER BABUSHKA DESIGN'}),0.2170886075949367
frozenset({'HAND WARMER BABUSHKA DESIGN'}),frozenset({'HAND WARMER RED RETROSPOT'}),0.2170886075949367
frozenset({'HAND WARMER RED RETROSPOT'}),frozenset({'SCOTTIE DOG HOT WATER BOTTLE'}),0.1395027939331737
frozenset({'SCOTTIE DOG HOT WATER BOTTLE'}),frozenset({'HAND WARMER RED RETROSPOT'}),0.1395027939331737
frozenset({'HAND WARMER RED RETROSPOT'}),frozenset({'GARDENERS KNEELING PAD KEEP CALM'}),0.13654216804709066
frozenset({'GARDENERS KNEELING PAD KEEP CALM'}),frozenset({'HAND WARMER RED RETROSPOT'}),0.13654216804709066
"frozenset({'HAND WARMER RED RETROSPOT', 'HAND WARMER UNION JACK'})",frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.26796070540892414
"frozenset({'HAND WARMER RED RETROSPOT', 'HAND WARMER SCOTTY DOG DESIGN'})",frozenset({'HAND WARMER UNION JACK'}),0.32990249187432286
"frozenset({'HAND WARMER SCOTTY DOG DESIGN', 'HAND WARMER UNION JACK'})",frozenset({'HAND WARMER RED RETROSPOT'}),0.3315638906547997
frozenset({'HAND WARMER RED RETROSPOT'}),"frozenset({'HAND WARMER SCOTTY DOG DESIGN', 'HAND WARMER UNION JACK'})",0.3315638906547997
frozenset({'HAND WARMER UNION JACK'}),"frozenset({'HAND WARMER RED RETROSPOT', 'HAND WARMER SCOTTY DOG DESIGN'})",0.32990249187432286
frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),"frozenset({'HAND WARMER RED RETROSPOT', 'HAND WARMER UNION JACK'})",0.26796070540892414
"frozenset({'HAND WARMER RED RETROSPOT', 'HAND WARMER SCOTTY DOG DESIGN'})",frozenset({'HAND WARMER OWL DESIGN'}),0.30049578516852754
"frozenset({'HAND WARMER RED RETROSPOT', 'HAND WARMER OWL DESIGN'})",frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.30107484494901715
"frozenset({'HAND WARMER SCOTTY DOG DESIGN', 'HAND WARMER OWL DESIGN'})",frozenset({'HAND WARMER RED RETROSPOT'}),0.36616921795939283
frozenset({'HAND WARMER RED RETROSPOT'}),"frozenset({'HAND WARMER SCOTTY DOG DESIGN', 'HAND WARMER OWL DESIGN'})",0.36616921795939283
frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),"frozenset({'HAND WARMER RED RETROSPOT', 'HAND WARMER OWL DESIGN'})",0.30107484494901715
frozenset({'HAND WARMER OWL DESIGN'}),"frozenset({'HAND WARMER RED RETROSPOT', 'HAND WARMER SCOTTY DOG DESIGN'})",0.30049578516852754
"frozenset({'HAND WARMER RED RETROSPOT', 'HAND WARMER UNION JACK'})",frozenset({'HAND WARMER OWL DESIGN'}),0.2842282452887258
"frozenset({'HAND WARMER RED RETROSPOT', 'HAND WARMER OWL DESIGN'})",frozenset({'HAND WARMER UNION JACK'}),0.3501496434029546
"frozenset({'HAND WARMER UNION JACK', 'HAND WARMER OWL DESIGN'})",frozenset({'HAND WARMER RED RETROSPOT'}),0.3496112421133133
frozenset({'HAND WARMER RED RETROSPOT'}),"frozenset({'HAND WARMER UNION JACK', 'HAND WARMER OWL DESIGN'})",0.3496112421133133
frozenset({'HAND WARMER UNION JACK'}),"frozenset({'HAND WARMER RED RETROSPOT', 'HAND WARMER OWL DESIGN'})",0.3501496434029546
frozenset({'HAND WARMER OWL DESIGN'}),"frozenset({'HAND WARMER RED RETROSPOT', 'HAND WARMER UNION JACK'})",0.2842282452887258
"frozenset({'HAND WARMER RED RETROSPOT', 'HAND WARMER UNION JACK', 'HAND WARMER SCOTTY DOG DESIGN'})",frozenset({'HAND WARMER OWL DESIGN'}),0.19462999856765237
"frozenset({'HAND WARMER RED RETROSPOT', 'HAND WARMER UNION JACK', 'HAND WARMER OWL DESIGN'})",frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.19396877524956344
"frozenset({'HAND WARMER RED RETROSPOT', 'HAND WARMER SCOTTY DOG DESIGN', 'HAND WARMER OWL DESIGN'})",frozenset({'HAND WARMER UNION JACK'}),0.2376746096959737
"frozenset({'HAND WARMER SCOTTY DOG DESIGN', 'HAND WARMER UNION JACK', 'HAND WARMER OWL DESIGN'})",frozenset({'HAND WARMER RED RETROSPOT'}),0.23892534864643153
"frozenset({'HAND WARMER RED RETROSPOT', 'HAND WARMER UNION JACK'})","frozenset({'HAND WARMER SCOTTY DOG DESIGN', 'HAND WARMER OWL DESIGN'})",0.3452315198379822
"frozenset({'HAND WARMER RED RETROSPOT', 'HAND WARMER SCOTTY DOG DESIGN'})","frozenset({'HAND WARMER UNION JACK', 'HAND WARMER OWL DESIGN'})",0.4192488262910799
"frozenset({'HAND WARMER RED RETROSPOT', 'HAND WARMER OWL DESIGN'})","frozenset({'HAND WARMER SCOTTY DOG DESIGN', 'HAND WARMER UNION JACK'})",0.43596466229695074
"frozenset({'HAND WARMER SCOTTY DOG DESIGN', 'HAND WARMER UNION JACK'})","frozenset({'HAND WARMER RED RETROSPOT', 'HAND WARMER OWL DESIGN'})",0.43596466229695074
"frozenset({'HAND WARMER UNION JACK', 'HAND WARMER OWL DESIGN'})","frozenset({'HAND WARMER RED RETROSPOT', 'HAND WARMER SCOTTY DOG DESIGN'})",0.4192488262910799
"frozenset({'HAND WARMER SCOTTY DOG DESIGN', 'HAND WARMER OWL DESIGN'})","frozenset({'HAND WARMER RED RETROSPOT', 'HAND WARMER UNION JACK'})",0.3452315198379822
frozenset({'HAND WARMER RED RETROSPOT'}),"frozenset({'HAND WARMER SCOTTY DOG DESIGN', 'HAND WARMER UNION JACK', 'HAND WARMER OWL DESIGN'})",0.23892534864643153
frozenset({'HAND WARMER UNION JACK'}),"frozenset({'HAND WARMER RED RETROSPOT', 'HAND WARMER SCOTTY DOG DESIGN', 'HAND WARMER OWL DESIGN'})",0.2376746096959737
frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),"frozenset({'HAND WARMER RED RETROSPOT', 'HAND WARMER UNION JACK', 'HAND WARMER OWL DESIGN'})",0.19396877524956344
frozenset({'HAND WARMER OWL DESIGN'}),"frozenset({'HAND WARMER RED RETROSPOT', 'HAND WARMER UNION JACK', 'HAND WARMER SCOTTY DOG DESIGN'})",0.19462999856765237
frozenset({'SCANDINAVIAN REDS RIBBONS'}),frozenset({'CHOCOLATE BOX RIBBONS'}),0.40633498640217564
frozenset({'CHOCOLATE BOX RIBBONS'}),frozenset({'SCANDINAVIAN REDS RIBBONS'}),0.40633498640217564
frozenset({'6 RIBBONS RUSTIC CHARM'}),frozenset({'CHOCOLATE BOX RIBBONS'}),0.34237107921318444
frozenset({'CHOCOLATE BOX RIBBONS'}),frozenset({'6 RIBBONS RUSTIC CHARM'}),0.34237107921318444
frozenset({'ROMANTIC PINKS RIBBONS'}),frozenset({'CHOCOLATE BOX RIBBONS'}),0.563713692946058
frozenset({'CHOCOLATE BOX RIBBONS'}),frozenset({'ROMANTIC PINKS RIBBONS'}),0.563713692946058
frozenset({'SCANDINAVIAN REDS RIBBONS'}),frozenset({'ROMANTIC PINKS RIBBONS'}),0.3665930961419616
frozenset({'ROMANTIC PINKS RIBBONS'}),frozenset({'SCANDINAVIAN REDS RIBBONS'}),0.3665930961419616
frozenset({'6 RIBBONS RUSTIC CHARM'}),frozenset({'ROMANTIC PINKS RIBBONS'}),0.3000754432289701
frozenset({'ROMANTIC PINKS RIBBONS'}),frozenset({'6 RIBBONS RUSTIC CHARM'}),0.3000754432289701
"frozenset({'SCANDINAVIAN REDS RIBBONS', 'ROMANTIC PINKS RIBBONS'})",frozenset({'CHOCOLATE BOX RIBBONS'}),0.3404019688269072
"frozenset({'SCANDINAVIAN REDS RIBBONS', 'CHOCOLATE BOX RIBBONS'})",frozenset({'ROMANTIC PINKS RIBBONS'}),0.4282559572719803
"frozenset({'ROMANTIC PINKS RIBBONS', 'CHOCOLATE BOX RIBBONS'})",frozenset({'SCANDINAVIAN REDS RIBBONS'}),0.28457008657856914
frozenset({'SCANDINAVIAN REDS RIBBONS'}),"frozenset({'ROMANTIC PINKS RIBBONS', 'CHOCOLATE BOX RIBBONS'})",0.28457008657856914
frozenset({'ROMANTIC PINKS RIBBONS'}),"frozenset({'SCANDINAVIAN REDS RIBBONS', 'CHOCOLATE BOX RIBBONS'})",0.4282559572719803
frozenset({'CHOCOLATE BOX RIBBONS'}),"frozenset({'SCANDINAVIAN REDS RIBBONS', 'ROMANTIC PINKS RIBBONS'})",0.3404019688269072
frozenset({'BABY BOOM RIBBONS'}),frozenset({'CHOCOLATE BOX RIBBONS'}),0.3652504105090312
frozenset({'CHOCOLATE BOX RIBBONS'}),frozenset({'BABY BOOM RIBBONS'}),0.3652504105090312
frozenset({'ASSORTED COLOUR BIRD ORNAMENT'}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.07323673030479311
frozenset({'REGENCY CAKESTAND 3 TIER'}),frozenset({'ASSORTED COLOUR BIRD ORNAMENT'}),0.07323673030479311
frozenset({'ASSORTED COLOUR BIRD ORNAMENT'}),frozenset({'HEART OF WICKER LARGE'}),0.13647469458987782
frozenset({'HEART OF WICKER LARGE'}),frozenset({'ASSORTED COLOUR BIRD ORNAMENT'}),0.13647469458987782
frozenset({'ASSORTED COLOUR BIRD ORNAMENT'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.041810155761495445
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'ASSORTED COLOUR BIRD ORNAMENT'}),0.041810155761495445
frozenset({'HEART OF WICKER SMALL'}),frozenset({'ASSORTED COLOUR BIRD ORNAMENT'}),0.14462115973525635
frozenset({'ASSORTED COLOUR BIRD ORNAMENT'}),frozenset({'HEART OF WICKER SMALL'}),0.14462115973525635
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),frozenset({'ASSORTED COLOUR BIRD ORNAMENT'}),0.10049447353112272
frozenset({'ASSORTED COLOUR BIRD ORNAMENT'}),frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.10049447353112272
frozenset({'ASSORTED COLOUR BIRD ORNAMENT'}),frozenset({'WOODEN FRAME ANTIQUE WHITE'}),0.08308468914785415
frozenset({'WOODEN FRAME ANTIQUE WHITE'}),frozenset({'ASSORTED COLOUR BIRD ORNAMENT'}),0.08308468914785415
"frozenset({'HEART OF WICKER SMALL', 'ASSORTED COLOUR BIRD ORNAMENT'})",frozenset({'HEART OF WICKER LARGE'}),0.1235426731078905
"frozenset({'HEART OF WICKER SMALL', 'HEART OF WICKER LARGE'})",frozenset({'ASSORTED COLOUR BIRD ORNAMENT'}),0.13674386578704953
"frozenset({'ASSORTED COLOUR BIRD ORNAMENT', 'HEART OF WICKER LARGE'})",frozenset({'HEART OF WICKER SMALL'}),0.13485748033943612
frozenset({'HEART OF WICKER SMALL'}),"frozenset({'ASSORTED COLOUR BIRD ORNAMENT', 'HEART OF WICKER LARGE'})",0.13485748033943612
frozenset({'ASSORTED COLOUR BIRD ORNAMENT'}),"frozenset({'HEART OF WICKER SMALL', 'HEART OF WICKER LARGE'})",0.13674386578704953
frozenset({'HEART OF WICKER LARGE'}),"frozenset({'HEART OF WICKER SMALL', 'ASSORTED COLOUR BIRD ORNAMENT'})",0.1235426731078905
frozenset({'PLASTERS IN TIN STRONGMAN'}),frozenset({'PLASTERS IN TIN VINTAGE PAISLEY'}),0.45708015708015703
frozenset({'PLASTERS IN TIN VINTAGE PAISLEY'}),frozenset({'PLASTERS IN TIN STRONGMAN'}),0.45708015708015703
frozenset({'PLASTERS IN TIN STRONGMAN'}),frozenset({'ALARM CLOCK BAKELIKE RED'}),0.2032206119162641
frozenset({'ALARM CLOCK BAKELIKE RED'}),frozenset({'PLASTERS IN TIN STRONGMAN'}),0.2032206119162641
frozenset({'PLASTERS IN TIN STRONGMAN'}),frozenset({'PLASTERS IN TIN SPACEBOY'}),0.49251282051282047
frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'PLASTERS IN TIN STRONGMAN'}),0.49251282051282047
frozenset({'PLASTERS IN TIN STRONGMAN'}),frozenset({'RECIPE BOX PANTRY YELLOW DESIGN'}),0.13852484963596073
frozenset({'RECIPE BOX PANTRY YELLOW DESIGN'}),frozenset({'PLASTERS IN TIN STRONGMAN'}),0.13852484963596073
"frozenset({'PLASTERS IN TIN STRONGMAN', 'PLASTERS IN TIN SPACEBOY'})",frozenset({'PLASTERS IN TIN VINTAGE PAISLEY'}),0.288374768758742
"frozenset({'PLASTERS IN TIN STRONGMAN', 'PLASTERS IN TIN VINTAGE PAISLEY'})",frozenset({'PLASTERS IN TIN SPACEBOY'}),0.28588398556758254
"frozenset({'PLASTERS IN TIN SPACEBOY', 'PLASTERS IN TIN VINTAGE PAISLEY'})",frozenset({'PLASTERS IN TIN STRONGMAN'}),0.32303482587064675
frozenset({'PLASTERS IN TIN STRONGMAN'}),"frozenset({'PLASTERS IN TIN SPACEBOY', 'PLASTERS IN TIN VINTAGE PAISLEY'})",0.32303482587064675
frozenset({'PLASTERS IN TIN SPACEBOY'}),"frozenset({'PLASTERS IN TIN STRONGMAN', 'PLASTERS IN TIN VINTAGE PAISLEY'})",0.28588398556758254
frozenset({'PLASTERS IN TIN VINTAGE PAISLEY'}),"frozenset({'PLASTERS IN TIN STRONGMAN', 'PLASTERS IN TIN SPACEBOY'})",0.288374768758742
frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'PLASTERS IN TIN VINTAGE PAISLEY'}),0.34390277649663314
frozenset({'PLASTERS IN TIN VINTAGE PAISLEY'}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.34390277649663314
frozenset({'PLASTERS IN TIN STRONGMAN'}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.3541210330599562
frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'PLASTERS IN TIN STRONGMAN'}),0.3541210330599562
frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.47930602957906704
frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'PLASTERS IN TIN SPACEBOY'}),0.47930602957906704
frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS""})",0.10596265810078301
"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS""})",frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.10596265810078301
frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.0179135259440419
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.0179135259440419
frozenset({'REX CASH+CARRY JUMBO SHOPPER'}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.05134182512595482
frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'REX CASH+CARRY JUMBO SHOPPER'}),0.05134182512595482
frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'ALARM CLOCK BAKELIKE RED'}),0.15869070584161846
frozenset({'ALARM CLOCK BAKELIKE RED'}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.15869070584161846
"frozenset({'PLASTERS IN TIN SPACEBOY', 'PLASTERS IN TIN WOODLAND ANIMALS'})",frozenset({'PLASTERS IN TIN VINTAGE PAISLEY'}),0.24714288934472423
"frozenset({'PLASTERS IN TIN VINTAGE PAISLEY', 'PLASTERS IN TIN WOODLAND ANIMALS'})",frozenset({'PLASTERS IN TIN SPACEBOY'}),0.2496829335539013
"frozenset({'PLASTERS IN TIN SPACEBOY', 'PLASTERS IN TIN VINTAGE PAISLEY'})",frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.28634615384615386
frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),"frozenset({'PLASTERS IN TIN SPACEBOY', 'PLASTERS IN TIN VINTAGE PAISLEY'})",0.28634615384615386
frozenset({'PLASTERS IN TIN SPACEBOY'}),"frozenset({'PLASTERS IN TIN VINTAGE PAISLEY', 'PLASTERS IN TIN WOODLAND ANIMALS'})",0.2496829335539013
frozenset({'PLASTERS IN TIN VINTAGE PAISLEY'}),"frozenset({'PLASTERS IN TIN SPACEBOY', 'PLASTERS IN TIN WOODLAND ANIMALS'})",0.24714288934472423
"frozenset({'PLASTERS IN TIN STRONGMAN', 'PLASTERS IN TIN WOODLAND ANIMALS'})",frozenset({'PLASTERS IN TIN VINTAGE PAISLEY'}),0.17178119490258217
"frozenset({'PLASTERS IN TIN STRONGMAN', 'PLASTERS IN TIN VINTAGE PAISLEY'})",frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.19186575289822583
"frozenset({'PLASTERS IN TIN VINTAGE PAISLEY', 'PLASTERS IN TIN WOODLAND ANIMALS'})",frozenset({'PLASTERS IN TIN STRONGMAN'}),0.19063491475624356
frozenset({'PLASTERS IN TIN STRONGMAN'}),"frozenset({'PLASTERS IN TIN VINTAGE PAISLEY', 'PLASTERS IN TIN WOODLAND ANIMALS'})",0.19063491475624356
frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),"frozenset({'PLASTERS IN TIN STRONGMAN', 'PLASTERS IN TIN VINTAGE PAISLEY'})",0.19186575289822583
frozenset({'PLASTERS IN TIN VINTAGE PAISLEY'}),"frozenset({'PLASTERS IN TIN STRONGMAN', 'PLASTERS IN TIN WOODLAND ANIMALS'})",0.17178119490258217
"frozenset({'PLASTERS IN TIN STRONGMAN', 'PLASTERS IN TIN SPACEBOY'})",frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.23749839476049828
"frozenset({'PLASTERS IN TIN STRONGMAN', 'PLASTERS IN TIN WOODLAND ANIMALS'})",frozenset({'PLASTERS IN TIN SPACEBOY'}),0.21006330856041833
"frozenset({'PLASTERS IN TIN SPACEBOY', 'PLASTERS IN TIN WOODLAND ANIMALS'})",frozenset({'PLASTERS IN TIN STRONGMAN'}),0.23007979286221103
frozenset({'PLASTERS IN TIN STRONGMAN'}),"frozenset({'PLASTERS IN TIN SPACEBOY', 'PLASTERS IN TIN WOODLAND ANIMALS'})",0.23007979286221103
frozenset({'PLASTERS IN TIN SPACEBOY'}),"frozenset({'PLASTERS IN TIN STRONGMAN', 'PLASTERS IN TIN WOODLAND ANIMALS'})",0.21006330856041833
frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),"frozenset({'PLASTERS IN TIN STRONGMAN', 'PLASTERS IN TIN SPACEBOY'})",0.23749839476049828
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.3034221809488056
frozenset({'LUNCH BAG SPACEBOY DESIGN'}),frozenset({'LUNCH BAG CARS BLUE'}),0.3034221809488056
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.2950763619785731
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG CARS BLUE'}),0.2950763619785731
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG CARS BLUE'}),0.35773624091381095
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.35773624091381095
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.038946110613860115
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'LUNCH BAG CARS BLUE'}),0.038946110613860115
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG CARS BLUE'}),0.257309544038516
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.257309544038516
frozenset({'LARGE WHITE HEART OF WICKER'}),frozenset({'LUNCH BAG CARS BLUE'}),0.1156412541185735
frozenset({'LUNCH BAG CARS BLUE'}),frozenset({'LARGE WHITE HEART OF WICKER'}),0.1156412541185735
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG CARS BLUE'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.20143638160947364
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG CARS BLUE'}),0.2747906197654941
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.23326446280991736
frozenset({'LUNCH BAG PINK POLKADOT'}),"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG  BLACK SKULL.'})",0.23326446280991736
frozenset({'LUNCH BAG CARS BLUE'}),"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG  BLACK SKULL.'})",0.2747906197654941
frozenset({'LUNCH BAG  BLACK SKULL.'}),"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG CARS BLUE'})",0.20143638160947364
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG SPACEBOY DESIGN'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.16331166209013084
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.15599654045742842
"frozenset({'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG CARS BLUE'}),0.22880299251870326
frozenset({'LUNCH BAG CARS BLUE'}),"frozenset({'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG  BLACK SKULL.'})",0.22880299251870326
frozenset({'LUNCH BAG SPACEBOY DESIGN'}),"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG  BLACK SKULL.'})",0.15599654045742842
frozenset({'LUNCH BAG  BLACK SKULL.'}),"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG SPACEBOY DESIGN'})",0.16331166209013084
